NA,dataset,par,Aa,Ad,Ca,Mea,Med,AaAa,AaAd,AaCa,AdAd,AdCa,Xa,AdXa,XaXa,XaCa,Ya,AdYa,XaYa,YaCa,Xd,AaXa,AaXd,AdXd,XaXd,XdXd,XdCa,AaYa
568,salmonL.1-16-3.csv,Model Weighted Average,-20.8505682,0,NA,0.292979878,0.083476881,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,salmonL.1-16-3.csv,Unconditional Standard Error,3.181130097,0,NA,0.603804519,0.195190535,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,salmonL.1-16-3.csv,vi,0.990395682,0.007395365,NA,0.057262283,0.020092401,0.010061238,NA,NA,0.01986103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,salmonL.10-21-3.csv,Model Weighted Average,-17.59554146,-0.631216526,NA,-0.460163745,3.019920731,-0.180320427,NA,NA,0.547119239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,salmonL.10-21-3.csv,Unconditional Standard Error,16.71948419,2.483867825,NA,1.482638567,6.039867235,1.597077668,NA,NA,2.529974415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,salmonL.10-21-3.csv,vi,0.641649068,0.071425245,NA,0.081417029,0.185614394,0.070726949,NA,NA,0.071817267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,salmonL.10-29-2.csv,Model Weighted Average,-25.05,0,NA,6.8,0,4.55,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,salmonL.10-29-2.csv,Unconditional Standard Error,8.58E-14,0,NA,6.36E-14,0,7.07E-14,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,salmonL.10-29-2.csv,vi,1,3.12E-64,NA,1,2.25E-64,1,NA,NA,3.12E-64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,salmonL.2-1-3.csv,Model Weighted Average,-28.91528728,0,NA,5.281402114,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,salmonL.2-1-3.csv,Unconditional Standard Error,5.897306732,0,NA,4.862407998,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,salmonL.2-1-3.csv,vi,0.98735258,0.00532347,NA,0.562910022,0.005130301,0.005158333,NA,NA,0.01122146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,salmonL.4-15-2.csv,Model Weighted Average,0.049855462,0,NA,2.475327483,-1.633080276,0,NA,NA,0.221108639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,salmonL.4-15-2.csv,Unconditional Standard Error,0.11960889,0,NA,0.780768791,1.095659496,0,NA,NA,0.463015308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,salmonL.4-15-2.csv,vi,0.022768635,0.014505603,NA,0.881156032,0.688423732,0.014397271,NA,NA,0.051447364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,salmonL.6-28-3.csv,Model Weighted Average,-28.35607653,-0.01611882,NA,-0.007611752,0.782468121,-0.146587833,NA,NA,0.34953549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,salmonL.6-28-3.csv,Unconditional Standard Error,12.84870654,0.597896675,NA,0.87655832,1.875007171,0.669823502,NA,NA,1.181455782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,salmonL.6-28-3.csv,vi,0.881806083,0.025198617,NA,0.055008028,0.062655324,0.031643078,NA,NA,0.040259824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,salmonL.6-5-2.csv,Model Weighted Average,0.000545241,0.021253533,NA,0.15823598,-4.153598687,0.102335784,NA,NA,0.800477721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,salmonL.6-5-2.csv,Unconditional Standard Error,0.081206452,0.136407777,NA,0.342031212,2.225386706,0.264044752,NA,NA,1.451658379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,salmonL.6-5-2.csv,vi,0.030092707,0.033171611,NA,0.093997817,0.818922801,0.05352345,NA,NA,0.195458292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,salmonL.7-24-2.csv,Model Weighted Average,0,0,NA,2.107413937,-5.400973661,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
590,salmonL.7-24-2.csv,Unconditional Standard Error,0,0,NA,0.182273408,0.251017371,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
591,salmonL.7-24-2.csv,vi,0.000247982,0.00018823,NA,0.995196901,0.999113529,0.000390236,NA,NA,0.000180413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
592,salmonW.1-16-3.csv,Model Weighted Average,-16.33252044,0,NA,0.071273601,0.103891744,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
593,salmonW.1-16-3.csv,Unconditional Standard Error,1.737212626,0,NA,0.159683841,0.226355916,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
594,salmonW.1-16-3.csv,vi,0.996966438,0.006855938,NA,0.026612884,0.032584419,0.008109466,NA,NA,0.011018681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
595,salmonW.2-1-3.csv,Model Weighted Average,-30.01743958,0,NA,2.321840592,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
596,salmonW.2-1-3.csv,Unconditional Standard Error,6.214024007,0,NA,3.717718209,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
597,salmonW.2-1-3.csv,vi,0.984797735,0.01398181,NA,0.235577401,0.007446121,0.010510601,NA,NA,0.011023228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
598,salmonW.2-26-1.csv,Model Weighted Average,-0.011438243,-0.02837505,NA,1.57361707,0,0.295038125,NA,NA,0.072199073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
599,salmonW.2-26-1.csv,Unconditional Standard Error,0.059856065,0.060751173,NA,0.435027144,0,0.446090208,NA,NA,0.162990377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600,salmonW.2-26-1.csv,vi,0.037530091,0.041375905,NA,0.929865193,0.020511823,0.279498542,NA,NA,0.028900887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
601,salmonW.4-15-2.csv,Model Weighted Average,0,0,NA,0.267337527,-0.25841527,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,salmonW.4-15-2.csv,Unconditional Standard Error,0,0,NA,0.016768418,0.021183534,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
603,salmonW.4-15-2.csv,vi,0.000859432,0.000437376,NA,0.996583633,0.994338653,0.000559037,NA,NA,0.001037021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
604,salmonW.6-28-3.csv,Model Weighted Average,-75.96811388,0,NA,2.825446777,0.289227861,0,NA,NA,0.378314558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605,salmonW.6-28-3.csv,Unconditional Standard Error,16.94791284,0,NA,5.308510143,0.690988794,0,NA,NA,0.929052378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
606,salmonW.6-28-3.csv,vi,0.966983555,0.011972289,NA,0.12052399,0.0219321,0.01277932,NA,NA,0.019582814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
607,salmonW.6-5-2.csv,Model Weighted Average,0.020449447,0.110560702,NA,0.125731467,-0.490813102,0.054081848,NA,NA,0.074909551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
608,salmonW.6-5-2.csv,Unconditional Standard Error,0.053895525,0.217565161,NA,0.186343544,0.422461879,0.150321606,NA,NA,0.165294283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
609,salmonW.6-5-2.csv,vi,0.077178296,0.134428018,NA,0.325423596,0.65691548,0.130380499,NA,NA,0.108267143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
610,salmonW.7-24-2.csv,Model Weighted Average,0.010919177,-0.022415699,NA,0.060112813,-1.439749728,0.228683899,NA,NA,0.105106948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
611,salmonW.7-24-2.csv,Unconditional Standard Error,0.071489865,0.108642076,NA,0.144416761,1.177459942,0.463375257,NA,NA,0.278341631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
612,salmonW.7-24-2.csv,vi,0.043647789,0.051307356,NA,0.080714269,0.674001879,0.147822692,NA,NA,0.084554602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
613,salmonW.10-29-2.csv,Model Weighted Average,-11.06501792,-0.06785514,NA,0.321902419,0,0.056916957,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
614,salmonW.10-29-2.csv,Unconditional Standard Error,2.426225591,0.160947804,NA,0.636052736,0,0.134889397,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
615,salmonW.10-29-2.csv,vi,0.968510285,0.021199312,NA,0.08795088,0.010891564,0.022039734,NA,NA,0.013606018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
616,salmonW.10-21-3.csv,Model Weighted Average,-81.62075295,0,NA,0.00684516,3.790369508,-0.721714155,NA,NA,1.150258813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
617,salmonW.10-21-3.csv,Unconditional Standard Error,37.07867268,0,NA,2.284038188,8.255988164,2.530640822,NA,NA,3.733511677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
618,salmonW.10-21-3.csv,vi,0.865411852,0.027221824,NA,0.052674209,0.086096801,0.030661317,NA,NA,0.035088695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
619,dros.sperm.csv,Model Weighted Average,0.049450119,0.003708627,0.000180533,NA,-0.000503736,-0.080266893,-0.00051586,NA,-0.00643594,7.00E-05,-0.012250661,0.001344294,NA,0.000503736,0.000968733,0.00037862,-0.001854313,0.041957296,NA,-0.004231272,NA,NA,NA,NA,NA,-0.022190562
620,dros.sperm.csv,Unconditional Standard Error,0.013299807,0.00750196,0.000701778,NA,0.001110358,0.063925066,0.004117106,NA,0.01264704,0.000577737,0.00768302,0.003452332,NA,0.001110358,0.001939678,0.000899559,0.00375098,0.018488098,NA,0.020024965,NA,NA,NA,NA,NA,0.027872399
621,dros.sperm.csv,vi,0.906853727,0.036918879,0.045364486,NA,0.025336332,0.619937944,0.092239757,NA,0.064338415,0.032789978,0.720401232,0.105743642,NA,0.025336332,0.071018081,0.036728984,0.036918879,0.792825827,NA,0.38836808,NA,NA,NA,NA,NA,0.393826065
622,dros.sr.csv,Model Weighted Average,0.224087965,0,0,0.107071686,0,-0.539652204,0,0,0,NA,0,0,NA,-0.250469717,NA,NA,NA,NA,NA,0.634235259,NA,NA,NA,NA,-0.088717377,NA
623,dros.sr.csv,Unconditional Standard Error,0.008061193,0,0,0.007363451,0,0.017606002,0,0,0,NA,0,0,NA,0.009320602,NA,NA,NA,NA,NA,0.020150591,NA,NA,NA,NA,0.007068324,NA
624,dros.sr.csv,vi,0.999760257,0.004878191,0.000387835,0.976434939,0.004000951,0.99387204,0.000526187,0.005966399,0.001634116,NA,0.000769515,0.014753815,NA,0.988531618,NA,NA,NA,NA,NA,0.989254783,NA,NA,NA,NA,0.976231545,NA
